n,aspect_ratio,a_root,b_root,Ekin_target,Ekin_pred,dE1_pred,dE2_pred,Q_pred,geometry_hash,N_sites,N_A,N_B,imbalance_ratio,is_kwant_verified,requested_aspect_ratio,E0_Kwant,E1_Kwant,E2_Kwant,E3_Kwant,Ekin_Kwant,dE1_Kwant,dE2_Kwant,Q_Kwant,S_Kwant,failure_mode
2.0,0.73,32.57638063678744,23.78075786485483,0.007727409624868287,0.007727409624868286,0.008792030942579946,0.00610578980269419,1.1377720826763866,4d0526e3a84af7164b34a3f1f205794f40d132d2bdd0caaec855991ee7de9696,2439,1223,1216,0.002870028700287003,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.735,32.44255195113044,23.845275684080875,0.007727409624868287,0.007727409624868285,0.008848629761251399,0.00599386476102081,1.145096505920278,521d5394da10b0e648720432091b4180d0eedceecc640bd1d094f6e48cef2bdf,2435,1219,1216,0.0012320328542094457,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.74,32.310144950503336,23.90950726337247,0.007727409624868287,0.0077274096248682875,0.008905276174424461,0.00588184629867907,1.1524270883434953,c3fdde4561bec2d3f7020220990ba5b93aeaac679fe8044e7ccdb1524ed5649e,2423,1211,1212,0.0004127115146512588,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.745,32.17913563851528,23.97345605069388,0.007727409624868287,0.007727409624868287,0.008961969892124716,0.0057697349848440166,1.1597637924206035,cd975caa904f1ed0e9ccd80c14e90d429f5597fc98717b5c473c4d1e732af3de,2419,1211,1208,0.0012401818933443572,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.75,32.049500575546915,24.037125431660186,0.007727409624868287,0.007727409624868287,0.009018710626728587,0.005657531384076401,1.1671065809303864,a5794490421ccbc9150b7f68f2a3ca5365dc035daef2f244d1e57be398f84b86,2417,1205,1212,0.0028961522548613984,True,0.75,-3.9923881414419955,-3.9833997614694083,-3.978025576146956,-3.970401769315882,0.007611858558004503,0.008988379972587168,0.005374185322452263,1.1808390689465897,0.7060280063665738,ok
2.0,0.755,31.92121686228278,24.1005187310235,0.007727409624868287,0.007727409624868286,0.009075498092939536,0.00554523605636933,1.1744554169527708,61c7f257571464d327b9ad45469bafabfe4f6124d5d05f70c0b7a93c22e2b39a,2407,1199,1208,0.003739094308267553,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.76,31.794262123835587,24.163639214115047,0.007727409624868287,0.007727409624868286,0.0091323320077646,0.005432849557194371,1.1818102638657855,f45a770f53deb2ba6a3a38674a9ffa2ce9d53350468c4896780f86f7aec82ba9,2407,1199,1208,0.003739094308267553,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.765,31.66861449443755,24.226490088244724,0.007727409624868287,0.007727409624868287,0.009189212090491164,0.005320372437547097,1.1891710853425599,6f76fdc816c596f16d12bb4543ecf187db9dfb68649605dc9fd860fcec59a557,2403,1195,1208,0.005409904286308781,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.77,31.544252602674824,24.289074504059617,0.007727409624868287,0.007727409624868287,0.009246138062664055,0.005207805243992072,1.196537845348357,7007540ae1dbad474eff176a9713bcfb3f1588bcd18ae3df80b15d2299ef3362,2407,1195,1212,0.007062733693394266,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.775,31.42115555724246,24.351395556862908,0.007727409624868287,0.007727409624868287,0.009303109648062899,0.0050951485187073165,1.2039105081376438,cd7789dd12d2c461d738cbb669bb07a6b26800be1b07e159faaf207a1b757ff5,2407,1195,1212,0.007062733693394266,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.78,31.299302933198245,24.413456287894633,0.007727409624868287,0.007727409624868287,0.009360126572679726,0.0049824027995282166,1.211289038251194,8925abf31e03db27f7ffbcdc1ea464afea31094a231b64e7a86540ecf841bec7,2399,1195,1204,0.003751563151313047,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.785,31.178674758694928,24.47525968557552,0.007727409624868287,0.007727409624868285,0.009417188564696883,0.0048695686199909174,1.2186734005132283,bb08f2ff49bfc270d8d7339288e4041d84f4d2bc6a7e704c957e2fba899e2b94,2399,1191,1208,0.0070862859524802,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.79,31.0592515021712,24.53680868671525,0.007727409624868287,0.007727409624868285,0.009474295354465187,0.004756646509375197,1.2260635600285883,c95863c9aec57dd1325daecf9929816694d962d3b11f8bc8297a9d75166c0276,2395,1191,1204,0.005427974947807933,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
2.0,0.795,30.94101405998281,24.598106177686333,0.007727409624868287,0.007727409624868287,0.00953144667448234,0.004643636992746826,1.2334594821799425,45a4dded742610ba696906aac7c95018db2b42e43038a72ec8426d277b9fe1ac,2393,1191,1202,0.00459674049310489,False,,nan,nan,nan,nan,nan,nan,nan,nan,nan,ok
